,Unnamed: 0,Comments,Sac_score,sentiment,Emotions,Emotions_label,Emoji_name,emojis
8362,8362,2008 2009 you was a baby son 2010 saints was trash water  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8363,8363,good morning sd have cheerful day ahead  😊😜😘,1,0,joy,2,"{'SMILING FACE WITH SMILING EYES': 1, 'winking face with tongue': 1, 'face blowing a kiss': 2}",😊😜😘
8364,8364,all jokes aside black people brainwashed as fuck  😕,0,-1,anger,4,{'CONFUSED FACE': 1},😕
8365,8365, all i ve seen on his snapchat is a downgrade  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8366,8366,paliso hayi you are sick are you the only luyolo  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
8367,8367,and i was thinking i could like lick your face  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
8368,8368,i think im going to miss the start of survivorseries  😕,0,-1,sadness,1,{'CONFUSED FACE': 1},😕
8369,8369,kids cutting straight lines thru their shoes to make em look like they skate  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
8370,8370,crazy that this man died was just with him friday  😢😕,0,-1,fear,5,"{'CRYING FACE': 1, 'CONFUSED FACE': 1}",😢😕
8371,8371,got peter kay tickets for next year  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8372,8372, and i m fucking crying because my mum didn t let me buy it yesterday  😭,0,0,sadness,1,{'LOUDLY CRYING FACE': 1},😭
8373,8373,about to register for my last semester at lmc  😭,0,0,fear,5,{'LOUDLY CRYING FACE': 1},😭
8374,8374,1000 not ready to go back to work tomorrow  😭,0,-1,anger,4,{'LOUDLY CRYING FACE': 1},😭
8375,8375,all there references to where ant was for the last 6 months is hilarious imaceleb 😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8376,8376,3stripenews lmao these is trasf af and will be sitting at the outlets 😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8377,8377,kinda wanna kick it amp sip but no one replyin to me  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
8378,8378,almost had me bitch woulda had 2cars amp 2 purses 😂,0,0,fear,5,{'FACE WITH TEARS OF JOY': 1},😂
8379,8379,32 days to goo good morning  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8380,8380,3 years later i still laugh at this repeatedly  😭,0,1,joy,2,{'LOUDLY CRYING FACE': 1},😭
8381,8381,always someone to ruin my mood  😭,0,-1,anger,4,{'LOUDLY CRYING FACE': 1},😭
8382,8382, done please rt amp fav back this will end soon  😭🙏,0,-1,joy,2,"{'LOUDLY CRYING FACE': 1, 'folded hands': 1}",😭🙏
8383,8383,100x above safe levels what have we done  😭,0,1,joy,2,{'LOUDLY CRYING FACE': 1},😭
8384,8384,206gk 5 picks in the first half wttfff  😂,0,-1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8385,8385,all these females on twitter connected  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8386,8386, cnn you are a bunch of partisan sleazebags and you are just using these people to gain trust and credibility with your viewers sick  😡,0,0,anger,4,{'POUTING FACE': 1},😡
8387,8387,my 103 fever resulted in catching hand foot and mouth from the lovely cherubs at work  😡,0,-1,joy,2,{'POUTING FACE': 1},😡
8388,8388, baby harmonizer  😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
8389,8389,almost tweeted skys instead of skies amp thought of how bad grammar police would come for my damn head omfg  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8390,8390, jazz g absolutely  😡,0,1,joy,2,{'POUTING FACE': 1},😡
8391,8391,12reasonswhy ill admit it  😜,1,0,sadness,1,{'winking face with tongue': 1},😜
8392,8392,kassia yes she would chose jack all over again they are meant for each other 😍,0,0,joy,2,{'smiling face with heart-eyes': 1},😍
8393,8393,i really want a baby  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
8394,8394, the hell is up wit them libyans wtf amp of course african leaders won t do shit but sit their butts in pow  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
8395,8395,all the good ones are passing away rip  😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
8396,8396,missing working hard on the farm takemeback naughtytoes australia  😭,0,-1,love,3,{'LOUDLY CRYING FACE': 1},😭
8397,8397,2 people today asked where i bought my jacket from little did they know it s my dad s from the 90s  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8398,8398,10 from cass tech got popped and he fumbled  😬😂,0,-1,fear,5,"{'GRIMACING FACE': 1, 'FACE WITH TEARS OF JOY': 1}",😬😂
8399,8399, you want to say about kei  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
8400,8400,a boogie do some to me  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8401,8401,just came here to brag  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
8402,8402,my brain is in vaca mode already  😜,1,0,fear,5,{'winking face with tongue': 1},😜
8403,8403,inc stop the buying indonesia asia have horror history of wildlife crime  😡,0,1,fear,5,{'POUTING FACE': 1},😡
8404,8404,if lowkey still be playing if i was at a big names school like i shoulda beeen but it s okay life rn is perfect  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
8405,8405, hot water and salt usually helps me 😕,0,-1,anger,4,{'CONFUSED FACE': 1},😕
8406,8406, thank you colleen my parents and i had to have our cat simon put down this past weekend i miss him  ❤😔,0,-1,sadness,1,"{'red heart': 1, 'PENSIVE FACE': 1}",❤😔
8407,8407,almost died one day pulling this stunt once couldnt breath for over 10 seconds had even given up on life  😂,0,0,sadness,1,{'FACE WITH TEARS OF JOY': 1},😂
8408,8408,2 episode season finale of extincttv equals no bathroom break so remember to drink responsibly  😜,1,1,anger,4,{'winking face with tongue': 1},😜
8409,8409,amir didn t know what critters were  😭,0,0,fear,5,{'LOUDLY CRYING FACE': 1},😭
8410,8410,about to ask him to marry me  😂,0,1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8411,8411,asdfhdk this trailer makes me want to catch up on flash arrow and supergirl again  😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
8412,8412, i do that on a daily basis sweetie  😜,1,0,love,3,{'winking face with tongue': 1},😜
8413,8413,1shawnt wouldve been dat hoe crackin up son  😂,0,-1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8414,8414, haha nah i m a winter s child but i understand hehe if you could where would you live then 😜,1,0,joy,2,{'winking face with tongue': 1},😜
8415,8415,edgy  😜,1,0,anger,4,{'winking face with tongue': 1},😜
8416,8416,about to reach 20pages with this paper i am surprising myself 😭,0,0,surprise,6,{'LOUDLY CRYING FACE': 1},😭
8417,8417,nvr give up no matter what dont u ever give up paws up little monsters  😡✊,0,1,fear,5,"{'POUTING FACE': 1, 'RAISED FIST': 1}",😡✊
8418,8418,milli this is why i don t like them  😡,0,0,anger,4,{'POUTING FACE': 1},😡
8419,8419,blacc lmao ohh the shade  😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
8420,8420,i wanna watch purple rain  😕,0,-1,joy,2,{'CONFUSED FACE': 1},😕
8421,8421,5 below  😂,0,1,fear,5,{'FACE WITH TEARS OF JOY': 1},😂
8422,8422,it is getting interesting both good choices both star actors but who cab really be shaken not stirred  😜,1,-1,fear,5,{'winking face with tongue': 1},😜
8423,8423, bloody nightmare go to click on it and it s vanished  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8424,8424, the best president we never had  😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
8425,8425, girl you see our boys  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8426,8426,fuck it whats the point of keeping sexy underwear for best i never go anywhere of course i forgot all them years of braces on your teeth just to have your new boi fuck em up with dope lol i don t have the cherry blossom courtyard one but i have every other wallpaper and it really bothers me theyre celebrities to some people probably teenagers all i said was justiceleague is a good flick  😭😂😜,1,0,joy,2,"{'LOUDLY CRYING FACE': 1, 'FACE WITH TEARS OF JOY': 2, 'winking face with tongue': 1}",😭😂😜
8427,8427,i want a bacon cheese burger  😡,0,0,joy,2,{'POUTING FACE': 1},😡
8428,8428, i thought sensible canadians buried their nuts before winter  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8429,8429,mi humor hoy mood today  😡,0,0,joy,2,{'POUTING FACE': 1},😡
8430,8430,268jae thats deadass crazy restoration temple where its at yo 😂,0,-1,fear,5,{'FACE WITH TEARS OF JOY': 1},😂
8431,8431,steele89 he sounds so good hope you had a blast 😍,0,-1,joy,2,{'smiling face with heart-eyes': 1},😍
8432,8432,when bae tweets 56 mins ago but hasnt replied to u since 453  😡,0,0,anger,4,{'POUTING FACE': 1},😡
8433,8433,4dsnamja still on my way to office gonna buy coffee later  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8434,8434,and should have been 1  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
8435,8435,for some strange reason the gop thinks that all 82 million of us will never even notice  😕,0,0,fear,5,{'CONFUSED FACE': 1},😕
8436,8436,an apartment makeover  😭,0,1,joy,2,{'LOUDLY CRYING FACE': 1},😭
8437,8437,ntkayd plovers got my vote they got attitude  😡,0,0,anger,4,{'POUTING FACE': 1},😡
8438,8438,kinda wish i could just skip being 20 and stay 19 for another year but still be 21 next year  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
8439,8439, starting a new business  😜,1,-1,fear,5,{'winking face with tongue': 1},😜
8440,8440, have you seen what we do here nothing but try to hurt each other smh are you trying to ruin our fun  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
8441,8441,1godlesswoman makes me rethink something  😂,0,-1,fear,5,{'FACE WITH TEARS OF JOY': 1},😂
8442,8442,6 when theon burnt two innocent boys alive  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
8443,8443,sbz yazi wena maraglass half full type  😍,0,-1,anger,4,{'smiling face with heart-eyes': 1},😍
8444,8444, hope thats not a real fur jacket  😡,0,0,joy,2,{'POUTING FACE': 1},😡
8445,8445, get yo auntie bro  😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
8446,8446, you will live in the teens mind forever you will now be know as their first crush  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8447,8447,evette im actually mad af  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
8448,8448, and you said nothing fully nude how about half nude  😜,1,0,anger,4,{'winking face with tongue': 1},😜
8449,8449, lmao youll see those  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8450,8450,bitches gone forever be bums in this world  😭,0,1,anger,4,{'LOUDLY CRYING FACE': 1},😭
8451,8451, but really we both know i m a ray of eternal sunshine  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
8452,8452,all the people mad at russ are dumb af  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8453,8453,22 followers tho  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8454,8454, ab to fas gaya  😜,1,0,fear,5,{'winking face with tongue': 1},😜
8455,8455,just blocked 2 fake friends  😡,0,0,anger,4,{'POUTING FACE': 1},😡
8456,8456, needs to go now he is a disgrace  😡,0,0,anger,4,{'POUTING FACE': 1},😡
8457,8457,i have no words it s exhausting when you fight every day and still get defeated  😡,0,0,sadness,1,{'POUTING FACE': 1},😡
8458,8458,ate nyyyyyxxxxx aaaaahhh  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
8459,8459,if you are a male creep in any industry  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
8460,8460,cachitosuk and the karaoke goes to blur y su temazo woo hoo  😜,1,0,anger,4,{'winking face with tongue': 1},😜
8461,8461, lambie fucker love the sharing in this group  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8462,8462,twt goodluck boys well be cheering for youuu so excited  ❤😊😘,0,0,joy,2,"{'red heart': 1, 'SMILING FACE WITH SMILING EYES': 1, 'face blowing a kiss': 1}",❤😊😘
8463,8463, and arrogant humans wrote the definitions to their benefit nest pas probably lmfaoo it didn t fit over my butt i m so mad and it s so cute i m pretty sure the best names have already been claimed a living myspace sparkly gif ansel elgort fanboying over bts got me 5targuitar omg you did it good jobfucking deer got into my yard and ate my new blackberry plants im sooooo fucking pissed clarkson give u something to cry about lol we are light u ready 2017 is turning out to be the year of the perv a song not yet but speculation about him going to ucla 300 for tax is annoying mirrors are a girls best friend  😭❤😂😡😕,0,0,anger,4,"{'LOUDLY CRYING FACE': 2, 'red heart': 1, 'FACE WITH TEARS OF JOY': 2, 'POUTING FACE': 2, 'CONFUSED FACE': 2}",😭❤😂😡😕
8464,8464,a night to remember forever  😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
8465,8465,miss my best friend amp dak  😭,0,-1,sadness,1,{'LOUDLY CRYING FACE': 1},😭
8466,8466,10ak i worked hard for these  😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
8467,8467,missing the goldrush squad a bit today  😕,0,-1,sadness,1,{'CONFUSED FACE': 1},😕
8468,8468,i dropped the l for the first time in my life amp i got skipped  😕,0,1,sadness,1,{'CONFUSED FACE': 1},😕
8469,8469,missing the summer vibes lt gt 😭,0,0,sadness,1,{'LOUDLY CRYING FACE': 1},😭
8470,8470, ha ha yeah box that stuff  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8471,8471,7 more days to home  😍,0,-1,joy,2,{'smiling face with heart-eyes': 1},😍
8472,8472, we have that show in germany too but the name is much smoother  😂,0,1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8473,8473, haha good to hear now it s officially a tradition  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8474,8474,ate shit so hard trying to drunk parkour last night been in the hospital all day 😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
8475,8475,stacy nuh uh i make u laugh  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
8476,8476, probably the the first of many thousand jobs that will be lost to the uk in the not too distant future  😡,0,-1,sadness,1,{'POUTING FACE': 1},😡
8477,8477,3 picks in first quarter yeah here come tyrod  😂,0,1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8478,8478, lol i just need cake ideas i have a note on my phone of one potential cake and party idea  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8479,8479, marie actually thought they had tweeted to me  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8480,8480, all i do unless i m at work  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8481,8481,andrews and now you mean world champs i cried too man  😭😜,1,1,sadness,1,"{'LOUDLY CRYING FACE': 1, 'winking face with tongue': 1}",😭😜
8482,8482,williams im glad im not the only one  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8483,8483,amas i love them sooooooooooooooooooooooooooo much  😭,0,1,love,3,{'LOUDLY CRYING FACE': 1},😭
8484,8484,1800cocaine im broke or i would  😭,0,1,sadness,1,{'LOUDLY CRYING FACE': 1},😭
8485,8485,all these closets  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8486,8486,a little sunday night humor and actually damn good advice  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 3},😂
8487,8487,if these showers school burn me one more fucking time  😡,0,1,anger,4,{'POUTING FACE': 1},😡
8488,8488, that is 100 what i thought of  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8489,8489, thought i was gonna open for a surprise  😕,0,0,surprise,6,{'CONFUSED FACE': 1},😕
8490,8490, aw sorry to hear that get a new phone with some really cool offers at sprint check this out mk 😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
8491,8491,amas calling bts a korean supergroup i m so emotional  😭,0,0,sadness,1,{'LOUDLY CRYING FACE': 1},😭
8492,8492, if you have morals youll be doing this and getting others to follow do you want child molesters in  😡,0,1,anger,4,{'POUTING FACE': 1},😡
8493,8493,100k pizza im so proud of my babies  😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
8494,8494,00redpath looks like you have a connor blair walsh barth on your hands  😕,0,1,anger,4,{'CONFUSED FACE': 1},😕
8495,8495,lilreece when i lie too you  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
8496,8496,i cant believe i am about to miss this dallas vs philly game  😕,0,-1,joy,2,{'CONFUSED FACE': 1},😕
8497,8497,7arrystyles lmaoooo i love it when people dk how to reply and that s the only thing they got  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8498,8498, i wish that stupid rumor would just fucking die already  😡,0,1,sadness,1,{'POUTING FACE': 1},😡
8499,8499,i know i have said it beforethe weekends go by way too fast  😕,0,1,anger,4,{'CONFUSED FACE': 1},😕
8500,8500,let s roll up and lay up  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8501,8501,but but if i go outside then i risk running into people people be really trying me 8 months of breastfeeding amp its just starting to hurt i miss it so much plus he had a swatstika on his face the worst thing that can happen to you honestly lemme guess you robbed him of his kom up the driveway a shelley let s trade sex gifs lesgo lol lt isis coward daesh terror propaganda pls suspend rapidly i had one free but that s it man that was one of the ones i was planning on skipping 2 seconds away from chopping my sons hair wonder how much they paid rent a gob madeley to appear on extracamp imaceleb as that clock for winds down more and more and theres a higher chance you might not be here 4 woods deep on an empty stomach and then les and ash hand me some four lokos allie looking like she the vice chancellor of enrollment management in her avi hey guys if ya buy pjs ya get slippers free but don t get the same ones as me but what about the garza and asad loans and now i m freaking out about who we re protecting in the expansion dra 5 votes for imaceleb 2017 is almost over and all ive accomplished this year is keeping 2 jobs and a baby alive let me get ready for work trader these are the players i want to drop 😭😕😡😜😂,1,-1,anger,4,"{'LOUDLY CRYING FACE': 2, 'CONFUSED FACE': 3, 'POUTING FACE': 2, 'winking face with tongue': 3, 'FACE WITH TEARS OF JOY': 1}",😭😕😡😜😂
8502,8502,i would love to participate in the pokemongo global catch event but this is making it kind of hard  😡,0,0,joy,2,{'POUTING FACE': 1},😡
8503,8503, lmaoooooo i m alive  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8504,8504,hey 14 amp are no longer the worst qbs in the league but they do owe a  🍺😜,1,1,anger,4,"{'BEER MUG': 1, 'winking face with tongue': 1}",🍺😜
8505,8505,bitchh i am shookd  😭,0,1,fear,5,{'LOUDLY CRYING FACE': 1},😭
8506,8506,2 hours left im ready to go home and sleep for the rest of the day 😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
8507,8507,i told my brother to take lay down and take a chill pill and he called me old bc only old people say chill pill  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
8508,8508, thats cos you are  😜,1,0,anger,4,{'winking face with tongue': 1},😜
8509,8509,hunting for a christmas tree cause the one i bought was broken wth 😡,0,0,sadness,1,{'POUTING FACE': 1},😡
8510,8510,all this is getting me hyped asf  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8511,8511,accidentally starting playing music from the echo that s at home all the way from owosso and scared jake and craig  😂,0,1,fear,5,{'FACE WITH TEARS OF JOY': 1},😂
8512,8512, morneau made his millions way before he was finance minister you just hate that liberals can be rich too  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
8513,8513,depression ain t no joke  😕,0,-1,sadness,1,{'CONFUSED FACE': 1},😕
8514,8514,twt you look so happy im so proud and so happy for you  ❤😍,0,0,joy,2,"{'red heart': 1, 'smiling face with heart-eyes': 1}",❤😍
8515,8515,just want to be loved  😕,0,1,love,3,{'CONFUSED FACE': 1},😕
8516,8516,my best wl record 28 wins was with the 3 4 2 1 formation will try it again this weekend 8bitolive i cant make up my mind if im more jealous that you met stan or millie you lucky duck i love how i get ill on the day i wanted to do stuff i can look at my phone but i just cant look at a computer screen 00zixx lmao i aint that stupid i should have called in sick today my computer decided to take a shot so now i have to work off a small ass laptop i ve never had that it looks too boujee for me blud when did coscharis start selling tokunbo cars love is real i wish i could do more i have too many shoesif that s a thing 4thetennis now i gotta listen to buttons all my news friends nightmare or best thing to happen during ur shift fitzner7 all bc of barb i miss ujust finished an 8hr homework sesh two more items to go and i m home free onamission artandpoerty ahh sorry im actually lookin for one too not selling its like it really is mandy i was tipsy afff until i peed day 18 20 30 a whole bunch more dev work specifically ui for dashboard and stripe connect be wats da mining op disss bat nag retweet ka about peek a boo dont tell me fan ka conneely what is the purpose of this i love ed sheerans music officially a fan and raven was annoying as hell but the fact the other chicks considered it ol girl w the lisp picked the wrong t 1derbread it was lit when it worked how dare you say the same thing privately that you ve previously said on the record now which fave pr im still mad you canceled marco polo damn mbn to have even gotten one ever i still can t believe ruined this hard to believe this is something we have to dream about what if voters withdrew their support for state funded i ll hate that tomorrow why do u do this when i have an exam to study for i m watching atomic blonde without my bff i m so fakemaree i was just at bowling green this weekend and lost a hatwhile it was raining that s what happens when you re the most beautiful person in the room i ll never know that feeling f it 😂😡😕😭😜❤,1,0,sadness,1,"{'FACE WITH TEARS OF JOY': 4, 'POUTING FACE': 5, 'CONFUSED FACE': 3, 'LOUDLY CRYING FACE': 3, 'winking face with tongue': 5, 'red heart': 1}",😂😡😕😭😜❤
8517,8517,i fr need girl friends that wanna do stuff with me amp actually wanna talk to me amp id do the same for them is that too much to ask for  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
8518,8518,goodmorning and put some highlights on  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
8519,8519,3 mfs were just shot and killed literally 6 houses down from me that s crazyyyy 😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
8520,8520,and im really trying to keep calm i just hate being played with  😕,0,-1,joy,2,{'CONFUSED FACE': 1},😕
8521,8521,i legit wrote an essay on this and no one gave a shit brb while i go flip a table  😡,0,0,anger,4,{'POUTING FACE': 1},😡
8522,8522,i feel that way bout dc  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
8523,8523, it s on the side  😂,0,1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8524,8524, hell na either y all gone be together or not plus u gotta see if you like it  😜,1,0,sadness,1,{'winking face with tongue': 1},😜
8525,8525, lmao oh i bet it was a hard year  😭,0,0,sadness,1,{'LOUDLY CRYING FACE': 1},😭
8526,8526, lol who buys this junk 😂,0,-1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8527,8527, you made me ride in the boot  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
8528,8528, butwaityou retweeted it  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
8529,8529,ima and it s true baby  😜🐶,1,-1,joy,2,"{'winking face with tongue': 1, 'DOG FACE': 1}",😜🐶
8530,8530, i had a picture printed out for him to sign and everything  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8531,8531,acc cba w g thinking im mancunian now  😂,0,1,fear,5,{'FACE WITH TEARS OF JOY': 1},😂
8532,8532, boredom striking like king cobra  😜,1,1,anger,4,{'winking face with tongue': 1},😜
8533,8533,damn  😜,1,0,anger,4,{'winking face with tongue': 1},😜
8534,8534, lol shidd she let it happen i would of kept quiet just like he did  😭,0,0,sadness,1,{'LOUDLY CRYING FACE': 1},😭
8535,8535,100 going to try stay off it the next few weekends  😂,0,1,fear,5,{'FACE WITH TEARS OF JOY': 1},😂
8536,8536,already started in my house  😡,0,1,anger,4,{'POUTING FACE': 1},😡
8537,8537, girl it be like that  😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
8538,8538,and ive literally been having mental break downs all weekend  😭,0,-1,sadness,1,{'LOUDLY CRYING FACE': 1},😭
8539,8539,alton s hair is growing out amp he s starting to look dirty  😕,0,0,sadness,1,{'CONFUSED FACE': 1},😕
8540,8540, too bad you couldnt hear the interviews awful echo 😡,0,0,sadness,1,{'POUTING FACE': 1},😡
8541,8541,also finally got my gold card so now i can enroll in my teaching classes god bless 😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
8542,8542, its a real pleasure  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8543,8543,i really wanted to take my quads out this week  😕,0,-1,joy,2,{'CONFUSED FACE': 1},😕
8544,8544,dbooker i wanted this to be open this weekend for my birthday but it s not  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
8545,8545, didn t get em here  😂,0,-1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8546,8546, done help me out too please 1rt from you means a lot tysm  ❤,0,0,joy,2,{'red heart': 1},❤
8547,8547, congrats he beat me to it  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
8548,8548,1dbekihenerz louisex i dont know whats happening rn but ok  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8549,8549,le awkward  😜,1,0,sadness,1,{'winking face with tongue': 1},😜
8550,8550,missing you mhl  😔,0,1,sadness,1,{'PENSIVE FACE': 1},😔
8551,8551,32 votes and not a single one for fried lmao south carolinians are wack  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8552,8552,looks like i might be alone for thanksgiving  😕,0,0,sadness,1,{'CONFUSED FACE': 1},😕
8553,8553,he may hate me right now but i ll still spread the love everyone go check out on twitch pro  😜🍜,1,1,anger,4,"{'winking face with tongue': 1, 'STEAMING BOWL': 1}",😜🍜
8554,8554,all this just to watch brock osweiler blow the game  😂,0,1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8555,8555, is donald actually endorsing 5 to 10 year prison terms for petty theft  😡,0,0,anger,4,{'POUTING FACE': 1},😡
8556,8556, watching will and grace while sipping champagne  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8557,8557, glad someone understands  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8558,8558,8 o clock don t got a car  🚗😂,0,0,fear,5,"{'AUTOMOBILE': 1, 'FACE WITH TEARS OF JOY': 1}",🚗😂
8559,8559,all her exs be friends they all just be on some understanding shit  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
8560,8560,hes prolly at sea i need that  😜,1,0,fear,5,{'winking face with tongue': 1},😜
8561,8561,hate dealing with so much extra for nothing tho  😡,0,1,anger,4,{'POUTING FACE': 1},😡
8562,8562, aww really and i love you too kaish safe travels and tear it up in tuscon  💕😜,1,0,joy,2,"{'TWO HEARTS': 1, 'winking face with tongue': 1}",💕😜
8563,8563,i swear this my jam rn  😜,1,0,joy,2,{'winking face with tongue': 1},😜
8564,8564,dnc the party for themselves  😡,0,0,anger,4,{'POUTING FACE': 1},😡
8565,8565,blue eyes and dimples really fuck me up in the worst way  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
8566,8566,51engineering you were on form for sure 😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8567,8567,miss u guys  😔,0,0,joy,2,{'PENSIVE FACE': 1},😔
8568,8568,1 uppercut celine job jeeeez  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8569,8569, i d go with none of the above  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
8570,8570,i rooted for the shittiest colour  😡,0,0,joy,2,{'POUTING FACE': 1},😡
8571,8571, with heel talaga maris goodmorning 😍,0,1,joy,2,{'smiling face with heart-eyes': 1},😍
8572,8572, oh the world would be perfectly fine without them thank you abi  😂❤,0,-1,joy,2,"{'FACE WITH TEARS OF JOY': 1, 'red heart': 2}",😂❤
8573,8573,he in love with me anyway  😜,1,1,anger,4,{'winking face with tongue': 1},😜
8574,8574,04derrickn nathan derrick sniffing around for a retweet with a popular i know your game boyo  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
8575,8575,johnlewis so disappointed as a customer delivery expected yesterday and still nothing never going to shop there again  😡,0,-1,sadness,1,{'POUTING FACE': 1},😡
8576,8576,24 and my mom is still gonna make my doctor apt for me  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
